onet_code,technology,trendy,demand
11-2033.00,IBM Notes,N,N
11-2033.00,LinkedIn,N,N
11-2033.00,Marketo Marketing Automation,Y,N
11-2033.00,Mentimeter,N,N
11-2033.00,MicroFocus GroupWise,N,N
11-2033.00,Microsoft Access,Y,N
11-2033.00,Microsoft Dynamics,N,N
11-2033.00,Microsoft Excel,Y,Y
11-2033.00,Microsoft Office software,Y,Y
11-2033.00,Microsoft Outlook,Y,Y
11-2033.00,Microsoft PowerPoint,Y,Y
11-2033.00,Microsoft Project,Y,N
11-2033.00,Microsoft Publisher,N,N
11-2033.00,Microsoft SharePoint,Y,N
11-2033.00,Microsoft Word,Y,Y
11-2033.00,MicroStrategy,N,N
11-2033.00,MightyScout,N,N
11-2033.00,Oracle Eloqua,N,N
11-2033.00,Oracle PeopleSoft Financials,N,N
11-2033.00,Oracle Siebel Server Sync,N,N
11-2033.00,Project management software,N,Y
11-2033.00,QuarkXPress,N,N
11-2033.00,Salesforce software,Y,Y
11-2033.00,Slack,Y,N
11-2033.00,SmugMug Flickr,N,N
11-2033.00,Social media sites,N,N
11-2033.00,Teradata Database,Y,N
11-2033.00,Web browser software,N,N
11-2033.00,WeVideo,N,N
11-2033.00,Yardi software,Y,N
11-2033.00,YouTube,N,N
11-2033.00,zkipster,N,N
11-3012.00,Adobe Acrobat,Y,N
11-3012.00,Adobe PageMaker,N,N
11-3012.00,ADP Enterprise HR,N,N
11-3012.00,ADP Workforce Now,N,N
11-3012.00,Atlassian JIRA,Y,N
11-3012.00,Autodesk AutoCAD,Y,N
11-3012.00,Blackbaud The Raiser's Edge,N,N
11-3012.00,Database software,N,N
11-3012.00,Delphi Technology,N,N
11-3012.00,Email software,N,N
11-3012.00,FileMaker Pro,N,N
11-3012.00,Fund accounting software,N,N
11-3012.00,Google Docs,Y,N
11-3012.00,Google Drive,N,N
11-3012.00,GroupMe,N,N
11-3012.00,Human resource management software HRMS,N,N
11-3012.00,IBM Notes,N,N
11-3012.00,IBM Power Systems software,N,N
11-3012.00,IBM SPSS Statistics,Y,N
11-3012.00,Intuit QuickBooks,Y,N
11-3012.00,LexisNexis,N,N
11-3012.00,LinkedIn,N,N
11-3012.00,Medical procedure coding software,N,N
11-3012.00,MicroFocus GroupWise,N,N
11-3012.00,Microsoft Access,Y,N
11-3012.00,Microsoft Dynamics,N,N
11-3012.00,Microsoft Dynamics GP,N,N
11-3012.00,Microsoft Excel,Y,Y
11-3012.00,Microsoft Internet Explorer,N,N
11-3012.00,Microsoft Office software,Y,Y
11-3012.00,Microsoft Outlook,Y,Y
11-3012.00,Microsoft PowerPoint,Y,Y
11-3012.00,Microsoft Project,Y,N
11-3012.00,Microsoft Publisher,N,N
11-3012.00,Microsoft SharePoint,Y,N
11-3012.00,Microsoft Visio,Y,N
11-3012.00,Microsoft Windows XP,N,N
11-3012.00,Microsoft Word,Y,Y
11-3012.00,Minitab,N,N
11-3012.00,Oracle Hyperion,N,N
11-3012.00,Oracle PeopleSoft,Y,N
11-3012.00,Oracle PeopleSoft Financials,N,N
11-3012.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-3012.00,PracticeWorks Systems Kodak WINOMS CS,N,N
11-3012.00,R,Y,N
11-3012.00,Sage 300 Construction and Real Estate,N,N
11-3012.00,Sage 50 Accounting,N,N
11-3012.00,Sage MAS 200 ERP,N,N
11-3012.00,SAP Business Objects,N,N
11-3012.00,SAP BusinessObjects Crystal Reports,N,N
11-3012.00,SAP software,Y,N
11-3012.00,SAS,Y,N
11-3012.00,Supervisory control and data acquisition SCADA software,N,N
11-3012.00,Teradata Database,Y,N
11-3012.00,Web browser software,N,N
11-3012.00,Yardi software,Y,N
11-3013.00,Adobe Acrobat,Y,N
11-3013.00,Adobe PageMaker,N,N
11-3013.00,ADP Enterprise HR,N,N
11-3013.00,ADP Workforce Now,N,N
11-3013.00,Autodesk AutoCAD,Y,N
11-3013.00,Autodesk Revit,Y,N
11-3013.00,Blackbaud The Raiser's Edge,N,N
11-3013.00,Delphi Technology,N,N
11-3013.00,Email software,N,N
11-3013.00,FileMaker Pro,N,N
11-3013.00,Fund accounting software,N,N
11-3013.00,Google Docs,Y,N
11-3013.00,Google Drive,N,N
11-3013.00,Google Workspace software,Y,N
11-3013.00,GroupMe,N,N
11-3013.00,Human resource management software HRMS,N,N
11-3013.00,IBM Maximo Asset Management,N,N
11-3013.00,IBM Notes,N,N
11-3013.00,IBM Power Systems software,N,N
11-3013.00,Intuit QuickBooks,Y,N
11-3013.00,MicroFocus GroupWise,N,N
11-3013.00,Microsoft Access,Y,N
11-3013.00,Microsoft Dynamics,N,N
11-3013.00,Microsoft Dynamics GP,N,N
11-3013.00,Microsoft Excel,Y,Y
11-3013.00,Microsoft Internet Explorer,N,N
11-3013.00,Microsoft Office software,Y,Y
11-3013.00,Microsoft Outlook,Y,Y
11-3013.00,Microsoft PowerPoint,Y,Y
11-3013.00,Microsoft Project,Y,N
11-3013.00,Microsoft Publisher,N,N
11-3013.00,Microsoft SharePoint,Y,N
11-3013.00,Microsoft Visio,Y,N
11-3013.00,Microsoft Windows XP,N,N
11-3013.00,Microsoft Word,Y,Y
11-3013.00,Oracle Hyperion,N,N
11-3013.00,Oracle PeopleSoft,Y,N
11-3013.00,Oracle PeopleSoft Financials,N,N
11-3013.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-3013.00,Project management software,N,N
11-3013.00,Sage 300 Construction and Real Estate,N,N
11-3013.00,Sage 50 Accounting,N,N
11-3013.00,Sage MAS 200 ERP,N,N
11-3013.00,SAP Business Objects,N,N
11-3013.00,SAP BusinessObjects Crystal Reports,N,N
11-3013.00,SAP software,Y,N
11-3013.00,Supervisory control and data acquisition SCADA software,N,N
11-3013.00,Teradata Database,Y,N
11-3013.00,Web browser software,N,N
11-3013.00,Yardi software,Y,N
11-3013.01,Alarm system software,N,N
11-3013.01,Amazon Web Services AWS software,Y,N
11-3013.01,Corel WordPerfect Office Suite,N,N
11-3013.01,Emergency notification system software,N,N
11-3013.01,Facebook,Y,N
11-3013.01,FieldSoft AIMSonScene,N,N
11-3013.01,Firewall software,N,N
11-3013.01,Graphics software,N,N
11-3013.01,Human resources management system HRMS,N,N
11-3013.01,Incident command system ICS software,N,N
11-3013.01,Inventory tracking software,N,N
11-3013.01,Maintenance management software,N,N
11-3013.01,Mapping software,N,N
11-3013.01,McAfee,N,N
11-3013.01,Microsoft Access,Y,N
11-3013.01,Microsoft Azure software,Y,N
11-3013.01,Microsoft Excel,Y,Y
11-3013.01,Microsoft Office software,Y,Y
11-3013.01,Microsoft Outlook,Y,Y
11-3013.01,Microsoft PowerPoint,Y,Y
11-3013.01,Microsoft Project,Y,N
11-3013.01,Microsoft Visio,Y,N
11-3013.01,Microsoft Word,Y,N
11-3013.01,NortonLifeLock cybersecurity software,N,N
11-3013.01,Operating system software,N,N
11-3013.01,Oracle PeopleSoft,Y,N
11-3013.01,Payroll software,N,N
11-3013.01,Physical access management software,N,N
11-3013.01,Platform as a service PaaS,N,N
11-3013.01,SAP software,Y,Y
11-3013.01,Twitter,N,N
11-3013.01,Web browser software,N,N
11-3013.01,Work scheduling software,N,N
11-3021.00,ACT! Premium,N,N
11-3021.00,Adobe Distiller,N,N
11-3021.00,Adobe Flex,N,N
11-3021.00,Advanced business application programming ABAP,N,N
11-3021.00,Alpha Four,N,N
11-3021.00,Amazon Web Services AWS software,Y,Y
11-3021.00,Apache Cassandra,Y,N
11-3021.00,Apache Hadoop,Y,N
11-3021.00,Apache HTTP Server,N,N
11-3021.00,Apache Maven,Y,N
11-3021.00,Apache Pig,N,N
11-3021.00,Apache Solr,N,N
11-3021.00,Apache Tomcat,Y,N
11-3021.00,Apple Final Cut Pro,N,N
11-3021.00,Apple iMovie,N,N
11-3021.00,Apple iWork Keynote,N,N
11-3021.00,Apple iWork Numbers,N,N
11-3021.00,Apple iWork Pages,N,N
11-3021.00,Apple macOS,Y,N
11-3021.00,Atlassian JIRA,Y,N
11-3021.00,Backbone.js,N,N
11-3021.00,Billing software,N,N
11-3021.00,Blackbaud The Raiser's Edge,N,N
11-3021.00,Blackboard software,N,N
11-3021.00,Borland Paradox,N,N
11-3021.00,C,Y,N
11-3021.00,C#,Y,N
11-3021.00,C++,Y,N
11-3021.00,Canu,N,N
11-3021.00,Cisco Systems WAN Manager,N,N
11-3021.00,Citrix cloud computing software,N,N
11-3021.00,Common business oriented language COBOL,N,N
11-3021.00,Corel WordPerfect Office Suite,N,N
11-3021.00,Customer information control system CICS,N,N
11-3021.00,Dartware InterMapper,N,N
11-3021.00,Drupal,N,N
11-3021.00,Dynamic hypertext markup language DHTML,N,N
11-3021.00,Eclipse IDE,Y,N
11-3021.00,Embarcadero Delphi,N,N
11-3021.00,Enterprise JavaBeans,N,N
11-3021.00,Extensible hypertext markup language XHTML,N,N
11-3021.00,Extensible markup language XML,Y,N
11-3021.00,File transfer protocol FTP software,N,N
11-3021.00,FileMaker Pro,N,N
11-3021.00,Firewall software,N,N
11-3021.00,Google Analytics,Y,N
11-3021.00,Help desk software,N,N
11-3021.00,Hewlett Packard HP-UX,N,N
11-3021.00,Human resource management software HRMS,N,N
11-3021.00,Hypertext markup language HTML,Y,N
11-3021.00,IBM Cognos Impromptu,N,N
11-3021.00,IBM Domino,N,N
11-3021.00,IBM InfoSphere DataStage,N,N
11-3021.00,IBM iSeries Access,N,N
11-3021.00,IBM Power Systems software,N,N
11-3021.00,IBM SPSS Statistics,Y,N
11-3021.00,IBM WebSphere,N,N
11-3021.00,Infor ERP Baan,N,N
11-3021.00,Integrated development environment IDE software,N,N
11-3021.00,JavaScript,Y,N
11-3021.00,K2 Business Process Automation,N,N
11-3021.00,KornShell,N,N
11-3021.00,LAMP Stack,N,N
11-3021.00,Langlais Computer Consultants CalMan,N,N
11-3021.00,Linux,Y,N
11-3021.00,Local area network LAN software,N,N
11-3021.00,Mac HelpMate,N,N
11-3021.00,Management information systems MIS,N,N
11-3021.00,McAfee,N,N
11-3021.00,Microservices Architecture,N,N
11-3021.00,Microsoft .NET Framework,Y,N
11-3021.00,Microsoft Access,Y,N
11-3021.00,Microsoft Active Server Pages ASP,Y,N
11-3021.00,Microsoft Azure software,Y,Y
11-3021.00,Microsoft Business Contact Manager,N,N
11-3021.00,Microsoft Dynamics,N,N
11-3021.00,Microsoft Dynamics AX,N,N
11-3021.00,Microsoft Dynamics CRM,N,N
11-3021.00,Microsoft Dynamics GP,N,N
11-3021.00,Microsoft Dynamics NAV,N,N
11-3021.00,Microsoft Entourage,N,N
11-3021.00,Microsoft Excel,Y,N
11-3021.00,Microsoft Exchange,N,N
11-3021.00,Microsoft FrontPage,N,N
11-3021.00,Microsoft Internet Explorer,N,N
11-3021.00,Microsoft Office software,Y,N
11-3021.00,Microsoft Outlook,Y,N
11-3021.00,Microsoft PowerPoint,Y,N
11-3021.00,Microsoft Project,Y,N
11-3021.00,Microsoft SharePoint,Y,N
11-3021.00,Microsoft SharePoint Server,N,N
11-3021.00,Microsoft SQL Server,Y,N
11-3021.00,Microsoft SQL Server Reporting Services SSRS,Y,N
11-3021.00,Microsoft Visio,Y,N
11-3021.00,Microsoft Visual Basic,Y,N
11-3021.00,Microsoft Visual Basic Scripting Edition VBScript,N,N
11-3021.00,Microsoft Visual FoxPro,N,N
11-3021.00,Microsoft Visual Studio,Y,N
11-3021.00,Microsoft Windows Server,Y,N
11-3021.00,Microsoft Word,Y,N
11-3021.00,MicroStrategy,N,N
11-3021.00,Mobile wireless network infrastructure software,N,N
11-3021.00,MongoDB,Y,N
11-3021.00,MySQL,Y,N
11-3021.00,Nagios,N,N
11-3021.00,Netscape Navigator,N,N
11-3021.00,NetSuite ERP,N,N
11-3021.00,Node.js,Y,N
11-3021.00,NortonLifeLock cybersecurity software,N,N
11-3021.00,NoSQL,Y,N
11-3021.00,Objective C,N,N
11-3021.00,Operating system software,N,N
11-3021.00,Oracle Business Intelligence Enterprise Edition,N,N
11-3021.00,Oracle Database,Y,N
11-3021.00,Oracle E-Business Suite,N,N
11-3021.00,Oracle E-Business Suite Financials,N,N
11-3021.00,Oracle Eloqua,N,N
11-3021.00,Oracle Fusion Applications,N,N
11-3021.00,Oracle Fusion Middleware,N,N
11-3021.00,Oracle Hyperion,N,N
11-3021.00,Oracle iPlanet Web Server,N,N
11-3021.00,Oracle Java,Y,N
11-3021.00,Oracle JD Edwards EnterpriseOne,N,N
11-3021.00,Oracle PeopleSoft,Y,N
11-3021.00,Oracle PL/SQL,Y,N
11-3021.00,Oracle Primavera Systems,N,N
11-3021.00,Oracle Siebel Server Sync,N,N
11-3021.00,Oracle Solaris,N,N
11-3021.00,Oracle WebLogic Server,N,N
11-3021.00,Pegasus software,N,N
11-3021.00,Perforce Helix software,N,N
11-3021.00,Performance Solutions Technology ManagePro,N,N
11-3021.00,Perl,Y,N
11-3021.00,PHP,Y,N
11-3021.00,Pilgrim Quality Solutions SmartSolve,N,N
11-3021.00,PostgreSQL,Y,N
11-3021.00,Progress OpenEdge ABL,N,N
11-3021.00,Progress OpenEdge Application Server,N,N
11-3021.00,Progress OpenEdge Fathom Replication software,N,N
11-3021.00,Progress Sonic ESB,N,N
11-3021.00,Progress WebSpeed Workshop,N,N
11-3021.00,Puppet,Y,N
11-3021.00,Python,Y,N
11-3021.00,Qlik Tech QlikView,N,N
11-3021.00,QUALCOMM Eudora,N,N
11-3021.00,Quest Erwin Data Modeler,N,N
11-3021.00,R,Y,N
11-3021.00,Red Hat Enterprise Linux,Y,N
11-3021.00,Red Hat WildFly,N,N
11-3021.00,Relational database management software,N,N
11-3021.00,Ruby on Rails,N,N
11-3021.00,Samba,N,N
11-3021.00,SAP Business Objects,N,N
11-3021.00,SAP Crystal Reports,N,N
11-3021.00,SAP software,Y,N
11-3021.00,SAS,Y,N
11-3021.00,Shell script,Y,N
11-3021.00,Software as a service SaaS,N,N
11-3021.00,SolarWinds,N,N
11-3021.00,Splunk Enterprise,Y,N
11-3021.00,Spring Framework,Y,N
11-3021.00,StataCorp Stata,N,N
11-3021.00,Structured query language SQL,Y,N
11-3021.00,Symantec Veritas File System,N,N
11-3021.00,Symantec Veritas Volume Manager,N,N
11-3021.00,Tableau,Y,N
11-3021.00,Tax software,N,N
11-3021.00,Telnet programs software,N,N
11-3021.00,Teradata Database,Y,N
11-3021.00,The MathWorks MATLAB,Y,N
11-3021.00,TKSoftware RCM software,N,N
11-3021.00,Unified modeling language UML,N,N
11-3021.00,UNIX,Y,N
11-3021.00,Veritas NetBackup,N,N
11-3021.00,Virtual private networking VPN software,N,N
11-3021.00,VMware,N,N
11-3021.00,Zephyr EXTRA! Terminal Emulation,N,N
11-3031.00,Accounting software,N,N
11-3031.00,Accounts receivable software,N,N
11-3031.00,Adobe Acrobat,Y,N
11-3031.00,ADP Workforce Now,N,N
11-3031.00,Alteryx software,Y,N
11-3031.00,ARES Corporation PRISM Project Estimator,N,N
11-3031.00,Blackbaud The Raiser's Edge,N,N
11-3031.00,Credit management software,N,N
11-3031.00,Database software,N,N
11-3031.00,Delphi Technology,N,N
11-3031.00,FileMaker Pro,N,N
11-3031.00,Fund accounting software,N,N
11-3031.00,Healthcare common procedure coding system HCPCS,N,N
11-3031.00,Human resource information system (HRIS),N,N
11-3031.00,Human resource management software HRMS,N,N
11-3031.00,IBM Cognos Impromptu,N,N
11-3031.00,IBM Notes,N,N
11-3031.00,IBM Power Systems software,N,N
11-3031.00,IBM SPSS Statistics,Y,N
11-3031.00,Internet browser software,N,N
11-3031.00,Intuit QuickBooks,Y,N
11-3031.00,LexisNexis,N,N
11-3031.00,Marketo Marketing Automation,Y,N
11-3031.00,Microsoft Access,Y,N
11-3031.00,Microsoft Dynamics,N,N
11-3031.00,Microsoft Dynamics GP,N,N
11-3031.00,Microsoft Excel,Y,Y
11-3031.00,Microsoft Exchange,N,N
11-3031.00,Microsoft Office software,Y,Y
11-3031.00,Microsoft Outlook,Y,Y
11-3031.00,Microsoft PowerPoint,Y,Y
11-3031.00,Microsoft Project,Y,N
11-3031.00,Microsoft SharePoint,Y,N
11-3031.00,Microsoft SQL Server,Y,N
11-3031.00,Microsoft Visio,Y,N
11-3031.00,Microsoft Visual Basic,Y,N
11-3031.00,Microsoft Visual Basic for Applications VBA,Y,N
11-3031.00,Microsoft Windows,Y,N
11-3031.00,Microsoft Word,Y,N
11-3031.00,MicroStrategy,N,N
11-3031.00,Moody's KMV FAMAS,N,N
11-3031.00,NetSuite ERP,N,N
11-3031.00,Oracle Business Intelligence Enterprise Edition,N,N
11-3031.00,Oracle Database,Y,N
11-3031.00,Oracle E-Business Suite Financials,N,N
11-3031.00,Oracle Fusion Applications,N,N
11-3031.00,Oracle Hyperion,N,N
11-3031.00,Oracle JD Edwards EnterpriseOne,N,N
11-3031.00,Oracle PeopleSoft,Y,N
11-3031.00,Oracle PeopleSoft Financials,N,N
11-3031.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-3031.00,Qlik Tech QlikView,N,N
11-3031.00,R,Y,N
11-3031.00,Sage 50 Accounting,N,N
11-3031.00,Salesforce software,Y,N
11-3031.00,SAP Business Objects,N,N
11-3031.00,SAP Crystal Reports,N,N
11-3031.00,SAP software,Y,Y
11-3031.00,SAS,Y,N
11-3031.00,Structured query language SQL,Y,N
11-3031.00,Tableau,Y,N
11-3031.00,Tax compliance property tax management software,N,N
11-3031.00,Tax software,N,N
11-3031.00,Teradata Database,Y,N
11-3031.00,Word processing software,N,N
11-3031.00,Workday software,Y,N
11-3031.00,Yardi software,Y,N
11-3031.01,Accounting software,N,Y
11-3031.01,"ADERANT Expert Back Office, Powered by Keystone",N,N
11-3031.01,ADP software,N,N
11-3031.01,ADP Workforce Now,N,N
11-3031.01,Automatic Data Processing PC payroll for windows PCPW,N,N
11-3031.01,Blackbaud The Raiser's Edge,N,N
11-3031.01,Corel QuattroPro,N,N
11-3031.01,Deltek professional services software,N,N
11-3031.01,Exact Software Macola ES,N,N
11-3031.01,FileMaker Pro,N,N
11-3031.01,Fund accounting software,N,N
11-3031.01,Hyperion Enterprise,N,N
11-3031.01,Hyperion Solutions System 9 Planning,N,N
11-3031.01,Hypertext markup language HTML,Y,N
11-3031.01,IBM Cognos Impromptu,N,N
11-3031.01,IBM Lotus 1-2-3,N,N
11-3031.01,Infor ERP SyteLine,N,N
11-3031.01,Intuit QuickBooks,Y,Y
11-3031.01,Job costing software,N,N
11-3031.01,Microsoft Access,Y,N
11-3031.01,Microsoft Dynamics,N,N
11-3031.01,Microsoft Dynamics GP,N,N
11-3031.01,Microsoft Dynamics SL,N,N
11-3031.01,Microsoft Excel,Y,Y
11-3031.01,Microsoft FRx,N,N
11-3031.01,Microsoft Office software,Y,Y
11-3031.01,Microsoft Outlook,Y,N
11-3031.01,Microsoft PowerPoint,Y,Y
11-3031.01,Microsoft Project,Y,N
11-3031.01,Microsoft SharePoint Server,N,N
11-3031.01,Microsoft Word,Y,N
11-3031.01,MYOB Premier Accounting Small Business Suite,N,N
11-3031.01,NetSuite ERP,N,N
11-3031.01,Oracle Business Intelligence Enterprise Edition,N,N
11-3031.01,Oracle E-Business Suite Financials,N,N
11-3031.01,Oracle Fusion Applications,N,N
11-3031.01,Oracle Hyperion,N,N
11-3031.01,Oracle Hyperion Planning,N,N
11-3031.01,Oracle JD Edwards EnterpriseOne,N,N
11-3031.01,Oracle PeopleSoft,Y,N
11-3031.01,Oracle PeopleSoft Financials,N,N
11-3031.01,Oracle Primavera Enterprise Project Portfolio Management,Y,N
11-3031.01,Sage 50 Accounting,N,N
11-3031.01,Sage Fixed Asset Solution FAS,N,N
11-3031.01,Sage MIP Fund Accounting,N,N
11-3031.01,SAP Business Objects,N,N
11-3031.01,SAP Crystal Reports,N,N
11-3031.01,SAP software,Y,Y
11-3031.01,Structured query language SQL,Y,N
11-3031.01,Tax software,N,N
11-3031.01,Yardi software,Y,N
11-3031.03,Autodesk AutoCAD Blue Sky,N,N
11-3031.03,Financial accounting software,N,N
11-3031.03,Microsoft Access,Y,N
11-3031.03,Microsoft Excel,Y,Y
11-3031.03,Microsoft MapPoint,N,N
11-3031.03,Microsoft Office software,Y,Y
11-3031.03,Microsoft Outlook,Y,Y
11-3031.03,Microsoft Power BI,Y,N
11-3031.03,Microsoft PowerPoint,Y,Y
11-3031.03,Microsoft Project,Y,N
11-3031.03,Microsoft Visio,Y,N
11-3031.03,Microsoft Word,Y,N
11-3031.03,Oracle Hyperion,N,N
11-3031.03,Oracle Hyperion Planning,N,N
11-3031.03,Portfolio analysis software,N,N
11-3031.03,ReadSoft,N,N
11-3031.03,Risk analysis software,N,N
11-3031.03,SAP software,Y,N
11-3031.03,SAS,Y,N
11-3031.03,Statistical analysis software,N,N
11-3031.03,Structured query language SQL,Y,N
11-3031.03,SunGard Financial Systems AddVantage,N,N
11-3031.03,Tableau,Y,N
11-3031.03,Web browser software,N,N
11-3051.00,ABB Optimize IT Predict & Control,N,N
11-3051.00,Adobe Acrobat,Y,N
11-3051.00,Adobe After Effects,Y,N
11-3051.00,Adobe InDesign,Y,N
11-3051.00,Adobe Photoshop,Y,N
11-3051.00,Apple Final Cut Pro,N,N
11-3051.00,Autodesk AutoCAD,Y,N
11-3051.00,AVEVA InTouch HMI,N,N
11-3051.00,Citect IIM,N,N
11-3051.00,CitectSCADA Reports,N,N
11-3051.00,Clockware,N,N
11-3051.00,Computer aided design CAD software,N,N
11-3051.00,Computer integrated manufacturing CIM software,N,N
11-3051.00,Computer integrated manufacturing CIM time manager software,N,N
11-3051.00,Computer integrated manufacturing CIM warehouse shipping manager software,N,N
11-3051.00,Computerized maintenance management system CMMS,N,N
11-3051.00,Database software,N,N
11-3051.00,Distributed control system DCS,N,N
11-3051.00,Eko,N,N
11-3051.00,Email software,N,N
11-3051.00,Employee performance management system,N,N
11-3051.00,Employee scheduling software,N,N
11-3051.00,Exact Software JobBOSS,N,N
11-3051.00,FileMaker Pro,N,N
11-3051.00,Financial planning software,N,N
11-3051.00,IBM Notes,N,N
11-3051.00,IBM Rational ClearQuest,N,N
11-3051.00,Industrial production manager and stock control software,N,N
11-3051.00,Intuit QuickBooks,Y,N
11-3051.00,JamBoard,N,N
11-3051.00,Landfill gas analysis software,N,N
11-3051.00,Landtec System Software LFG Pro,N,N
11-3051.00,Marel production system MPS,N,N
11-3051.00,Microsoft Excel,Y,Y
11-3051.00,Microsoft Office software,Y,Y
11-3051.00,Microsoft Outlook,Y,Y
11-3051.00,Microsoft PowerPoint,Y,Y
11-3051.00,Microsoft Project,Y,N
11-3051.00,Microsoft Word,Y,N
11-3051.00,Minitab,N,N
11-3051.00,NetSuite ERP,N,N
11-3051.00,Oracle JD Edwards EnterpriseOne,N,N
11-3051.00,Oracle PeopleSoft,Y,N
11-3051.00,Plant management software,N,N
11-3051.00,ProcessPro Premier,N,N
11-3051.00,Prosys Open Platform Communications unified architecture software,N,N
11-3051.00,PTC Creo Parametric,N,N
11-3051.00,Qlik Tech QlikView,N,N
11-3051.00,QUMAS quality management solution software,N,N
11-3051.00,SAP Business Objects,N,N
11-3051.00,SAP software,Y,Y
11-3051.00,Scadex Technologies MAESTRO,N,N
11-3051.00,Schneider Electric CitectSCADA,N,N
11-3051.00,Statistical process control SPC software,N,N
11-3051.00,Supervisory control and data acquisition SCADA software,N,N
11-3051.00,Web browser software,N,N
11-3051.00,WorkSchedule.net,N,N
11-3051.00,WorkTech MAXIMO,N,N
11-3051.00,YouTube,N,N
11-3051.01,Abbott Informatics STARLIMS:LIMS,N,N
11-3051.01,Adobe Acrobat,Y,N
11-3051.01,ASI DATAMYTE GageMetrics,N,N
11-3051.01,ASI DATAMYTE QDA,N,N
11-3051.01,ASIDATAMYTE DataMetrics,N,N
11-3051.01,Atlassian JIRA,Y,N
11-3051.01,CAMA Software Quality Collaboration By Design QCBD,N,N
11-3051.01,CEBOS MQ1 software,N,N
11-3051.01,Computing Solutions LabSoft LIMS,N,N
11-3051.01,Core Informatics Laboratory Information Management System LIMS,N,N
11-3051.01,Database software,N,N
11-3051.01,Eko,N,N
11-3051.01,EtQ Reliance,N,N
11-3051.01,Extensible markup language XML,Y,N
11-3051.01,Harrington Group caWeb,N,N
11-3051.01,Harrington Group HQMS,N,N
11-3051.01,Hewlett Packard LoadRunner,N,N
11-3051.01,Illumina Laboratory Information Management System LIMS,N,N
11-3051.01,Infinity QS ProFicient,N,N
11-3051.01,Lablite Laboratory Information Management Systems LIMS,N,N
11-3051.01,Laboratory Automated Quality Control Systems LAQC,N,N
11-3051.01,Labvantage Solutions LIMS,N,N
11-3051.01,Linux,Y,N
11-3051.01,MasterControl software,N,N
11-3051.01,Microsoft Access,Y,N
11-3051.01,Microsoft Excel,Y,Y
11-3051.01,Microsoft Office software,Y,Y
11-3051.01,Microsoft Outlook,Y,Y
11-3051.01,Microsoft PowerPoint,Y,Y
11-3051.01,Microsoft Project,Y,N
11-3051.01,Microsoft SQL Server,Y,N
11-3051.01,Microsoft Visio,Y,N
11-3051.01,Microsoft Word,Y,Y
11-3051.01,Minitab,N,N
11-3051.01,Oracle Java,Y,N
11-3051.01,Pearson Education PHStat2,N,N
11-3051.01,PQ Systems CHARTrunner Lean,N,N
11-3051.01,PQ Systems GAGEpack,N,N
11-3051.01,PQ Systems MEASUREspy,N,N
11-3051.01,PQ Systems SQCpack,N,N
11-3051.01,Promium Element DataSystem LIMS,N,N
11-3051.01,Quality Systems International WinLIMS,N,N
11-3051.01,SAP software,Y,N
11-3051.01,Selenium,Y,N
11-3051.01,Sparta Systems TrackWise,N,N
11-3051.01,Statgraphics,N,N
11-3051.01,Structured query language SQL,Y,N
11-3051.01,Systat Software LISA.lims,N,N
